iniNr,id,Tipo,iniTipo,iniDescTipo,iniLeg,iniSel,dataInicioleg,dataFimleg,iniTitulo,iniTextoSubst,iniLinkTexto,iniciativasOriginadas,iniEventos,iniAutorDeputados,iniAutorOutros,iniId,iniAutorGruposParlamentares,fase,iniAutorOutros_sigla,iniAutorOutros_nome,autor,idComissao,nomeComissao,competenteComissao,resultado,descricao,reuniao,tipoReuniao,PS,PSD,BE,PCP,CDS-PP,PAN,PEV,CH,Cristina Rodrigues (Ninsc),Joacine Katar Moreira (Ninsc),IL,data,iniAnexos,unanime,iniTextoSubstCampo,iniObs,L,publicacao,ausencias,peticoes,iniciativasOrigem,ano,leg
292,86331,I,J,Projeto de Lei,XIV,1,2019-10-25,2020-09-14,"Adota disposições para assegurar o equilíbrio financeiro das autarquias locais (Primeira alteração à Lei n.º 1-A/2020, de 19 de março – Medidas excecionais e temporárias de resposta à situação epidemiológica provocada pelo coronavírus SARS-CoV-2 e da doença COVID-19)",NAO,http://app.parlamento.pt/webutils/docs/doc.pdf?path=6148523063484d364c793968636d356c6443397a6158526c6379395953565a4d5a5763765247396a6457316c626e527663306c7561574e7059585270646d4576595451355a5441335a5749744e57466d5a4330305a6a41774c5749784e6a41745a575935595749304e6d49784f5759784c6d527659773d3d&fich=a49e07eb-5afd-4f00-b160-ef9ab46b19f1.doc&Inline=true,,"
      ","
      ","
      ",44673,PCP,Requerimento a solicitar votação,G,Grupos Parlamentares,PCP,,,,Aprovado,"Requerimento, apresentado pelo PCP a requerer a votação na generalidade, especialidade e votação final global  do Projeto de Lei n.º 292/XIV/1.ª (PCP)",44,RP,A Favor,A Favor,A Favor,A Favor,A Favor,A Favor,A Favor,A Favor,,A Favor,A Favor,2020-04-02,"
      ",unanime,,,,,,,,2020,l14
18,86347,I,P,Proposta de Lei,XIV,1,2019-10-25,2020-09-14,"Estabelece um regime excecional e temporário de caducidade e da oposição à renovação dos contratos de arrendamento habitacionais e não habitacionais, atendendo à pandemia da doença COVID-19",NAO,http://app.parlamento.pt/webutils/docs/doc.pdf?path=6148523063484d364c793968636d356c6443397a6158526c6379395953565a4d5a5763765247396a6457316c626e527663306c7561574e7059585270646d45764e445930596a41315a6a45745a57566c5969303059574a6d4c546c6a4e6d45745a575a6c4e4749325a4749794f5451774c6d527659773d3d&fich=464b05f1-eeeb-4abf-9c6a-efe4b6db2940.doc&Inline=true,,"
      ",,"
      ",44600,,Votação na especialidade,V,Governo,Governo,7364,"Comissão de Economia, Inovação, Obras Públicas e Habitação",S,Rejeitado,"Proposta apresentada pelo BE, de aditamento de um artigo 2.º-B à proposta de lei",44,RP,Contra,Contra,A Favor,A Favor,Contra,A Favor,A Favor,Abstenção,,A Favor,Abstenção,2020-04-02,"
      ",,,,,,,,,2020,l14
18,86326,I,P,Proposta de Lei,XIV,1,2019-10-25,2020-09-14,"Estabelece um regime excecional e temporário de caducidade e da oposição à renovação dos contratos de arrendamento habitacionais e não habitacionais, atendendo à pandemia da doença COVID-19",NAO,http://app.parlamento.pt/webutils/docs/doc.pdf?path=6148523063484d364c793968636d356c6443397a6158526c6379395953565a4d5a5763765247396a6457316c626e527663306c7561574e7059585270646d45764e445930596a41315a6a45745a57566c5969303059574a6d4c546c6a4e6d45745a575a6c4e4749325a4749794f5451774c6d527659773d3d&fich=464b05f1-eeeb-4abf-9c6a-efe4b6db2940.doc&Inline=true,,"
      ",,"
      ",44600,,Votação na especialidade,V,Governo,Governo,7364,"Comissão de Economia, Inovação, Obras Públicas e Habitação",S,Rejeitado,"Proposta apresentada pelo BE, de aditamento de um n.º 2 ao artigo 1.º da proposta de lei",44,RP,Contra,Contra,A Favor,A Favor,Contra,A Favor,A Favor,Abstenção,,A Favor,Abstenção,2020-04-02,"
      ",,,,,,,,,2020,l14
9,86802,I,A,Apreciação Parlamentar,XIV,1,2019-10-25,2020-09-14,"Decreto-Lei n.º 10-A/2020, de 13 de março que ""Estabelece medidas excecionais e temporárias relativas à situação epidemiológica do novo Coronavírus - COVID 19""",NAO,http://app.parlamento.pt/webutils/docs/doc.pdf?path=6148523063484d364c793968636d356c6443397a6158526c6379395953565a4d5a5763765247396a6457316c626e527663306c7561574e7059585270646d45764f54517a5a4463314d5745745a47566c5a5330304e7a67794c546c6c59574d745a6a5178596d466b5a5451345a4463304c6d527659773d3d&fich=943d751a-deee-4782-9eac-f41bade48d74.doc&Inline=true,,"
      ","
      ","
      ",44665,PCP,Votação na especialidade,G,Grupos Parlamentares,PCP,,,,Rejeitado,Proposta de alteração do PAN - n.º 3 do artigo 29.º,45,RP,Contra,Contra,A Favor,Abstenção,Contra,A Favor,Abstenção,Abstenção,,A Favor,Abstenção,2020-04-08,,,,,,,,,,2020,l14
23,86707,I,P,Proposta de Lei,XIV,1,2019-10-25,2020-09-14,"Estabelece um regime excecional de flexibilização da execução das penas e das medidas de graça, no âmbito da pandemia COVID-19",NAO,http://app.parlamento.pt/webutils/docs/doc.pdf?path=6148523063484d364c793968636d356c6443397a6158526c6379395953565a4d5a5763765247396a6457316c626e527663306c7561574e7059585270646d45765a6d566c5a5455794d4463744d6a4d314d4330305a4463334c546b304f546b745954677a5a474e684f545a6b596d51354c6d527659773d3d&fich=feee5207-2350-4d77-9499-a83dca96dbd9.doc&Inline=true,,"
      ",,"
      ",44711,,Votação na especialidade,V,Governo,Governo,,,,Rejeitado,"Proposta de alteração do PS, de emenda do n.º 1 do artigo 3.º da proposta de lei",45,RP,A Favor,Contra,Contra,Contra,Contra,Abstenção,Contra,Contra,,Contra,Contra,2020-04-08,,,,,,,,,,2020,l14
23,86708,I,P,Proposta de Lei,XIV,1,2019-10-25,2020-09-14,"Estabelece um regime excecional de flexibilização da execução das penas e das medidas de graça, no âmbito da pandemia COVID-19",NAO,http://app.parlamento.pt/webutils/docs/doc.pdf?path=6148523063484d364c793968636d356c6443397a6158526c6379395953565a4d5a5763765247396a6457316c626e527663306c7561574e7059585270646d45765a6d566c5a5455794d4463744d6a4d314d4330305a4463334c546b304f546b745954677a5a474e684f545a6b596d51354c6d527659773d3d&fich=feee5207-2350-4d77-9499-a83dca96dbd9.doc&Inline=true,,"
      ",,"
      ",44711,,Votação na especialidade,V,Governo,Governo,,,,Aprovado,N.º 1 do artigo 3.º da proposta de lei,45,RP,A Favor,Abstenção,A Favor,A Favor,Abstenção,Abstenção,A Favor,Abstenção,,A Favor,A Favor,2020-04-08,,,,,,,,,,2020,l14
23,86709,I,P,Proposta de Lei,XIV,1,2019-10-25,2020-09-14,"Estabelece um regime excecional de flexibilização da execução das penas e das medidas de graça, no âmbito da pandemia COVID-19",NAO,http://app.parlamento.pt/webutils/docs/doc.pdf?path=6148523063484d364c793968636d356c6443397a6158526c6379395953565a4d5a5763765247396a6457316c626e527663306c7561574e7059585270646d45765a6d566c5a5455794d4463744d6a4d314d4330305a4463334c546b304f546b745954677a5a474e684f545a6b596d51354c6d527659773d3d&fich=feee5207-2350-4d77-9499-a83dca96dbd9.doc&Inline=true,,"
      ",,"
      ",44711,,Votação na especialidade,V,Governo,Governo,,,,Aprovado,"Proposta de alteração do PS, de emenda da alínea a) do n.º 2 do artigo 3.º da proposta de lei",45,RP,A Favor,Abstenção,A Favor,A Favor,Abstenção,Abstenção,A Favor,Contra,,A Favor,A Favor,2020-04-08,,,,,,,,,,2020,l14
23,86710,I,P,Proposta de Lei,XIV,1,2019-10-25,2020-09-14,"Estabelece um regime excecional de flexibilização da execução das penas e das medidas de graça, no âmbito da pandemia COVID-19",NAO,http://app.parlamento.pt/webutils/docs/doc.pdf?path=6148523063484d364c793968636d356c6443397a6158526c6379395953565a4d5a5763765247396a6457316c626e527663306c7561574e7059585270646d45765a6d566c5a5455794d4463744d6a4d314d4330305a4463334c546b304f546b745954677a5a474e684f545a6b596d51354c6d527659773d3d&fich=feee5207-2350-4d77-9499-a83dca96dbd9.doc&Inline=true,,"
      ",,"
      ",44711,,Votação na especialidade,V,Governo,Governo,,,,Aprovado,Restantes alíneas e corpo do n.º 2 do artigo 3.º da proposta de lei,45,RP,A Favor,Abstenção,A Favor,A Favor,Abstenção,Abstenção,A Favor,Contra,,A Favor,A Favor,2020-04-08,,,,,,,,,,2020,l14
23,86711,I,P,Proposta de Lei,XIV,1,2019-10-25,2020-09-14,"Estabelece um regime excecional de flexibilização da execução das penas e das medidas de graça, no âmbito da pandemia COVID-19",NAO,http://app.parlamento.pt/webutils/docs/doc.pdf?path=6148523063484d364c793968636d356c6443397a6158526c6379395953565a4d5a5763765247396a6457316c626e527663306c7561574e7059585270646d45765a6d566c5a5455794d4463744d6a4d314d4330305a4463334c546b304f546b745954677a5a474e684f545a6b596d51354c6d527659773d3d&fich=feee5207-2350-4d77-9499-a83dca96dbd9.doc&Inline=true,,"
      ",,"
      ",44711,,Votação na especialidade,V,Governo,Governo,,,,Aprovado,N.º 3 do artigo 3.º da proposta de lei,45,RP,A Favor,Abstenção,A Favor,A Favor,Abstenção,Abstenção,A Favor,Contra,,A Favor,A Favor,2020-04-08,,,,,,,,,,2020,l14
23,86700,I,P,Proposta de Lei,XIV,1,2019-10-25,2020-09-14,"Estabelece um regime excecional de flexibilização da execução das penas e das medidas de graça, no âmbito da pandemia COVID-19",NAO,http://app.parlamento.pt/webutils/docs/doc.pdf?path=6148523063484d364c793968636d356c6443397a6158526c6379395953565a4d5a5763765247396a6457316c626e527663306c7561574e7059585270646d45765a6d566c5a5455794d4463744d6a4d314d4330305a4463334c546b304f546b745954677a5a474e684f545a6b596d51354c6d527659773d3d&fich=feee5207-2350-4d77-9499-a83dca96dbd9.doc&Inline=true,,"
      ",,"
      ",44711,,Votação na especialidade,V,Governo,Governo,,,,Aprovado,"Proposta de alteração do PCP, de emenda do n.º 5 (renumerado pelo PCP como n.º 6) do artigo 2.º da proposta de lei",45,RP,A Favor,Contra,A Favor,A Favor,Contra,Abstenção,A Favor,Contra,,,A Favor,2020-04-08,,,,,,,,,,2020,l14
23,86701,I,P,Proposta de Lei,XIV,1,2019-10-25,2020-09-14,"Estabelece um regime excecional de flexibilização da execução das penas e das medidas de graça, no âmbito da pandemia COVID-19",NAO,http://app.parlamento.pt/webutils/docs/doc.pdf?path=6148523063484d364c793968636d356c6443397a6158526c6379395953565a4d5a5763765247396a6457316c626e527663306c7561574e7059585270646d45765a6d566c5a5455794d4463744d6a4d314d4330305a4463334c546b304f546b745954677a5a474e684f545a6b596d51354c6d527659773d3d&fich=feee5207-2350-4d77-9499-a83dca96dbd9.doc&Inline=true,,"
      ",,"
      ",44711,,Votação na especialidade,V,Governo,Governo,,,,Aprovado,"Proposta de alteração do PCP, de aditamento de um n.º 6 (numerado pelo PCP como n.º 7) ao artigo 2.º da proposta de lei",45,RP,A Favor,Contra,A Favor,A Favor,Contra,Abstenção,A Favor,Contra,,A Favor,A Favor,2020-04-08,,,,,,,,,,2020,l14
23,86702,I,P,Proposta de Lei,XIV,1,2019-10-25,2020-09-14,"Estabelece um regime excecional de flexibilização da execução das penas e das medidas de graça, no âmbito da pandemia COVID-19",NAO,http://app.parlamento.pt/webutils/docs/doc.pdf?path=6148523063484d364c793968636d356c6443397a6158526c6379395953565a4d5a5763765247396a6457316c626e527663306c7561574e7059585270646d45765a6d566c5a5455794d4463744d6a4d314d4330305a4463334c546b304f546b745954677a5a474e684f545a6b596d51354c6d527659773d3d&fich=feee5207-2350-4d77-9499-a83dca96dbd9.doc&Inline=true,,"
      ",,"
      ",44711,,Votação na especialidade,V,Governo,Governo,,,,Rejeitado,"Proposta de alteração do PAN, de aditamento de um n.º 6 ao artigo 2.º da proposta de lei",45,RP,Contra,Contra,Contra,Contra,Contra,A Favor,Contra,Contra,,Contra,A Favor,2020-04-08,,,,,,,,,,2020,l14
23,86703,I,P,Proposta de Lei,XIV,1,2019-10-25,2020-09-14,"Estabelece um regime excecional de flexibilização da execução das penas e das medidas de graça, no âmbito da pandemia COVID-19",NAO,http://app.parlamento.pt/webutils/docs/doc.pdf?path=6148523063484d364c793968636d356c6443397a6158526c6379395953565a4d5a5763765247396a6457316c626e527663306c7561574e7059585270646d45765a6d566c5a5455794d4463744d6a4d314d4330305a4463334c546b304f546b745954677a5a474e684f545a6b596d51354c6d527659773d3d&fich=feee5207-2350-4d77-9499-a83dca96dbd9.doc&Inline=true,,"
      ",,"
      ",44711,,Votação na especialidade,V,Governo,Governo,,,,Rejeitado,"Proposta de alteração do CDS-PP, de aditamento de um n.º 6 ao artigo 2.º da proposta de lei",45,RP,Contra,Contra,Contra,Contra,A Favor,Abstenção,Contra,Contra,,Contra,A Favor,2020-04-08,,,,,,,,,,2020,l14
23,86704,I,P,Proposta de Lei,XIV,1,2019-10-25,2020-09-14,"Estabelece um regime excecional de flexibilização da execução das penas e das medidas de graça, no âmbito da pandemia COVID-19",NAO,http://app.parlamento.pt/webutils/docs/doc.pdf?path=6148523063484d364c793968636d356c6443397a6158526c6379395953565a4d5a5763765247396a6457316c626e527663306c7561574e7059585270646d45765a6d566c5a5455794d4463744d6a4d314d4330305a4463334c546b304f546b745954677a5a474e684f545a6b596d51354c6d527659773d3d&fich=feee5207-2350-4d77-9499-a83dca96dbd9.doc&Inline=true,,"
      ",,"
      ",44711,,Votação na especialidade,V,Governo,Governo,,,,Aprovado,"Proposta de alteração do PS, de aditamento de um novo n.º 7 (numerado pelo PS como n.º 8) ao artigo 2.º da proposta de lei",45,RP,A Favor,Contra,A Favor,A Favor,Contra,Abstenção,A Favor,Contra,,A Favor,A Favor,2020-04-08,,,,,,,,,,2020,l14
23,86705,I,P,Proposta de Lei,XIV,1,2019-10-25,2020-09-14,"Estabelece um regime excecional de flexibilização da execução das penas e das medidas de graça, no âmbito da pandemia COVID-19",NAO,http://app.parlamento.pt/webutils/docs/doc.pdf?path=6148523063484d364c793968636d356c6443397a6158526c6379395953565a4d5a5763765247396a6457316c626e527663306c7561574e7059585270646d45765a6d566c5a5455794d4463744d6a4d314d4330305a4463334c546b304f546b745954677a5a474e684f545a6b596d51354c6d527659773d3d&fich=feee5207-2350-4d77-9499-a83dca96dbd9.doc&Inline=true,,"
      ",,"
      ",44711,,Votação na especialidade,V,Governo,Governo,,,,Rejeitado,"Proposta de alteração do PAN, de eliminação do artigo 3.º da proposta de lei",45,RP,Contra,Contra,Contra,Contra,Contra,A Favor,Contra,Contra,,Contra,Contra,2020-04-08,,,,,,,,,,2020,l14
23,86673,I,P,Proposta de Lei,XIV,1,2019-10-25,2020-09-14,"Estabelece um regime excecional de flexibilização da execução das penas e das medidas de graça, no âmbito da pandemia COVID-19",NAO,http://app.parlamento.pt/webutils/docs/doc.pdf?path=6148523063484d364c793968636d356c6443397a6158526c6379395953565a4d5a5763765247396a6457316c626e527663306c7561574e7059585270646d45765a6d566c5a5455794d4463744d6a4d314d4330305a4463334c546b304f546b745954677a5a474e684f545a6b596d51354c6d527659773d3d&fich=feee5207-2350-4d77-9499-a83dca96dbd9.doc&Inline=true,,"
      ",,"
      ",44711,,Votação na especialidade,V,Governo,Governo,,,,Aprovado,"Proposta de alteração do PCP, de aditamento de um novo n.º 4 ao artigo 2.º da proposta de lei",45,RP,A Favor,Contra,Abstenção,A Favor,Abstenção,Abstenção,A Favor,Contra,,A Favor,A Favor,2020-04-08,,,,,,,,,,2020,l14
23,86675,I,P,Proposta de Lei,XIV,1,2019-10-25,2020-09-14,"Estabelece um regime excecional de flexibilização da execução das penas e das medidas de graça, no âmbito da pandemia COVID-19",NAO,http://app.parlamento.pt/webutils/docs/doc.pdf?path=6148523063484d364c793968636d356c6443397a6158526c6379395953565a4d5a5763765247396a6457316c626e527663306c7561574e7059585270646d45765a6d566c5a5455794d4463744d6a4d314d4330305a4463334c546b304f546b745954677a5a474e684f545a6b596d51354c6d527659773d3d&fich=feee5207-2350-4d77-9499-a83dca96dbd9.doc&Inline=true,,"
      ",,"
      ",44711,,Votação na especialidade,V,Governo,Governo,,,,Aprovado,"Proposta de alteração do PS, de aditamento de um novo n.º 4 ao artigo 2.º da proposta de lei",45,RP,A Favor,Contra,A Favor,A Favor,Abstenção,Abstenção,A Favor,Contra,,A Favor,A Favor,2020-04-08,,,,,,,,,,2020,l14
23,86691,I,P,Proposta de Lei,XIV,1,2019-10-25,2020-09-14,"Estabelece um regime excecional de flexibilização da execução das penas e das medidas de graça, no âmbito da pandemia COVID-19",NAO,http://app.parlamento.pt/webutils/docs/doc.pdf?path=6148523063484d364c793968636d356c6443397a6158526c6379395953565a4d5a5763765247396a6457316c626e527663306c7561574e7059585270646d45765a6d566c5a5455794d4463744d6a4d314d4330305a4463334c546b304f546b745954677a5a474e684f545a6b596d51354c6d527659773d3d&fich=feee5207-2350-4d77-9499-a83dca96dbd9.doc&Inline=true,,"
      ",,"
      ",44711,,Votação na especialidade,V,Governo,Governo,,,,Aprovado,"Proposta de alteração do PCP, de emenda do corpo n.º 4 (renumerado como n.º 5 pelo PCP) do artigo 2.º da proposta de lei",45,RP,A Favor,Contra,A Favor,A Favor,Abstenção,Abstenção,A Favor,Contra,,A Favor,A Favor,2020-04-08,,,,,,,,,,2020,l14
23,86694,I,P,Proposta de Lei,XIV,1,2019-10-25,2020-09-14,"Estabelece um regime excecional de flexibilização da execução das penas e das medidas de graça, no âmbito da pandemia COVID-19",NAO,http://app.parlamento.pt/webutils/docs/doc.pdf?path=6148523063484d364c793968636d356c6443397a6158526c6379395953565a4d5a5763765247396a6457316c626e527663306c7561574e7059585270646d45765a6d566c5a5455794d4463744d6a4d314d4330305a4463334c546b304f546b745954677a5a474e684f545a6b596d51354c6d527659773d3d&fich=feee5207-2350-4d77-9499-a83dca96dbd9.doc&Inline=true,,"
      ",,"
      ",44711,,Votação na especialidade,V,Governo,Governo,,,,Rejeitado,"Proposta de alteração do PAN, de aditamento de uma alínea n) ao n.º 4 do artigo 2.º da proposta de lei",45,RP,Contra,Contra,A Favor,Contra,Contra,A Favor,Contra,Contra,,A Favor,Contra,2020-04-08,,,,,,,,,,2020,l14
23,86697,I,P,Proposta de Lei,XIV,1,2019-10-25,2020-09-14,"Estabelece um regime excecional de flexibilização da execução das penas e das medidas de graça, no âmbito da pandemia COVID-19",NAO,http://app.parlamento.pt/webutils/docs/doc.pdf?path=6148523063484d364c793968636d356c6443397a6158526c6379395953565a4d5a5763765247396a6457316c626e527663306c7561574e7059585270646d45765a6d566c5a5455794d4463744d6a4d314d4330305a4463334c546b304f546b745954677a5a474e684f545a6b596d51354c6d527659773d3d&fich=feee5207-2350-4d77-9499-a83dca96dbd9.doc&Inline=true,,"
      ",,"
      ",44711,,Votação na especialidade,V,Governo,Governo,,,,Aprovado,"?	Proposta de alteração do PS, de aditamento de uma alínea n) ao n.º 4 do artigo 2.º da proposta de lei",45,RP,A Favor,Contra,A Favor,A Favor,Abstenção,Abstenção,A Favor,Contra,,A Favor,A Favor,2020-04-08,,,,,,,,,,2020,l14
23,86699,I,P,Proposta de Lei,XIV,1,2019-10-25,2020-09-14,"Estabelece um regime excecional de flexibilização da execução das penas e das medidas de graça, no âmbito da pandemia COVID-19",NAO,http://app.parlamento.pt/webutils/docs/doc.pdf?path=6148523063484d364c793968636d356c6443397a6158526c6379395953565a4d5a5763765247396a6457316c626e527663306c7561574e7059585270646d45765a6d566c5a5455794d4463744d6a4d314d4330305a4463334c546b304f546b745954677a5a474e684f545a6b596d51354c6d527659773d3d&fich=feee5207-2350-4d77-9499-a83dca96dbd9.doc&Inline=true,,"
      ",,"
      ",44711,,Votação na especialidade,V,Governo,Governo,,,,Rejeitado,"?	Proposta de alteração do CDS-PP, de substituição do n.º 5 do artigo 2.º da proposta de lei",45,RP,Contra,Contra,Contra,Contra,A Favor,Abstenção,Contra,Contra,,Contra,Contra,2020-04-08,,,,,,,,,,2020,l14
23,86666,I,P,Proposta de Lei,XIV,1,2019-10-25,2020-09-14,"Estabelece um regime excecional de flexibilização da execução das penas e das medidas de graça, no âmbito da pandemia COVID-19",NAO,http://app.parlamento.pt/webutils/docs/doc.pdf?path=6148523063484d364c793968636d356c6443397a6158526c6379395953565a4d5a5763765247396a6457316c626e527663306c7561574e7059585270646d45765a6d566c5a5455794d4463744d6a4d314d4330305a4463334c546b304f546b745954677a5a474e684f545a6b596d51354c6d527659773d3d&fich=feee5207-2350-4d77-9499-a83dca96dbd9.doc&Inline=true,,"
      ",,"
      ",44711,,Votação na especialidade,V,Governo,Governo,,,,Aprovado,"Proposta de alteração do CDS-PP, de aditamento de um n.º 3 ao artigo 1.º da proposta de lei",45,RP,A Favor,Abstenção,Contra,A Favor,A Favor,A Favor,Contra,Contra,,Contra,A Favor,2020-04-08,,,,,,,,,,2020,l14
